word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
produce,noun,This produce will last longer if it is refrigerated.,這種農產品若放入冰箱可以保存更久。,產品；農產品,,,字首 pro- 表「向前」，字根 duce 表「引導」，聯想為把東西引導出來，因而成為產品。,115,,5
profile,noun,My manager asked me to write a profile for him.,我的經理要我幫他寫人物簡介。,外形；輪廓；人物簡介,portrait; outline,,字首 pro- 表「前面」，字根 fil 有「線條」的聯想，因此可表示側面輪廓，引申為人物簡介。,115,,4
profound,adjective,Our boss is a man of profound learning.,我們老闆是個學識淵博的人。,深刻的；淵博的,significant,,字首 pro- 有「向前、深入」的聯想，字根 found 可聯想為底部，因此引申為深刻的、淵博的。,115,,5
prolong,verb,,,延長；拉長,,,字首 pro- 表「向前」，long 表「長」，合起來表示使時間或長度延伸，因此是延長、拉長。,115,,5
promptly,adverb,He promptly forgot about all the unpleasantness.,他立即把那不愉快的事忘得一乾二淨。,敏捷地；立即地,immediately; quickly,,prompt 表「立刻的；敏捷的」，-ly 為副詞字尾，因此表示敏捷地、立即地。,116,,5
prone,adjective,His wife is prone to having headaches.,他的妻子很容易頭痛。,傾向的；易於……的,inclined,,可與形似字 prune 聯想：prune 花草時一不小心就 prone 割到手。,116,,3
pronoun,noun,"Words such as “she”, “what”, and “something” are pronouns.",像 she、what、something 等一類的字是代名詞。,代名詞,,,pro- 可表「代、代理」，noun 表「名詞」，合起來表示代替名詞的字。,116,,5
prop,noun,The boy propped his bicycle against the wall.,那個男孩把他的單車架起來靠在牆上。,架；擱；支撐,bolster; brace,,pro- 表「向前」，可聯想把物體向前支撐住，因此有架、擱、支撐之意。,116,,5
propel,verb,He is propelled by ambition.,他受到野心的驅使。,推動；驅策；激勵,drive; push,,pro- 表「向前」，pel 表「推」，合起來表示向前推，因此引申為推動、驅策、激勵。,116,,4
prosecute,verb,He was prosecuted for arson.,他因縱火罪被起訴。,起訴；告發,accuse,,pro- 表「向前」，sequ 表「隨之而來」，聯想檢察官跟隨嫌犯向前查案，因此表示起訴、告發。,116,,5
prospect,noun,She rejoiced at the prospect of going on a trip.,她對即將去旅行高興萬分。,指望；預期,anticipation; expectation,,pro- 表「向前」，spec 表「看」，合起來有向前看之意，因此表示指望、預期。,116,,3
prospective,adjective,He is her prospective father-in-law.,他是她未來的公公。,預期的；未來的,expected; anticipated,,pro- 表「向前」，spec 表「看」，-ive 為形容詞字尾，因此表示預期的、未來的。,116,,5
prototype,noun,He looked at the prototype of misery.,他看起來像是坎坷人生的典型。,原型；典型；範例,criterion; sample,,proto- 表「最初的、原始的」，type 表「模型」，合起來表示原型、典型。,116,,5
provided,conjunction,"Provided that there is no objection, we shall hold the meeting next Monday.",假如無人反對，我們就在下週一開會。,假設；假如,if,,pro- 可表「先」，vid 表「看」，聯想先看看如何，因此引申為假設、假如。,116,,5
provoke,verb,His peremptory tone of voice provoked everybody.,他那專橫的口氣激怒了大家。,挑釁；煽動；激怒,anger; vex,appease; calm,pro- 表「前面」，vok 表「喊」，聯想在別人面前喊叫而激怒對方，因此表示激怒、挑釁。,117,,5
prune,verb,The boss emphasized the need to prune expenditure.,老闆強調削減開支的需要性。,修剪；剪除；刪除,cut; clip,,可與形似字 prone 聯想：prune 花草時一不小心容易割到手。,117,,4
pulse,noun,The machines in his factory are operated by an electronic pulse.,他工廠裡的機器都是由電子脈衝操縱。,脈搏；節奏；脈衝,,,字根 pul 表「衝、推」，-se 為名詞字尾，因此引申為脈搏、節奏、脈衝。,117,,3
punishment,noun,He deserves the punishment pronounced by the judge.,他應受由法官宣佈的刑罰。,懲罰；處罰,penalty,reward,由動詞 punish（懲罰、處罰）加上 -ment 形成名詞。,117,,4
quake,verb,The child stood there quaking with fear.,那個孩子站在那裡，害怕得直發抖。,地震；顫抖；發抖,shudder,,可與 quick 聯想：發生 quake 後，人們 quick 跑到戶外。,117,,5
quarrelsome,adjective,"Don’t be quarrelsome, or you won’t have any friends.",別那麼愛吵架，否則你不會有朋友。,愛爭吵的；動輒吵架的,irritable; offensive,,由 quarrel（吵架、爭論）加 -some 形成形容詞，因此表示愛爭吵的。,117,,5
quarter-final,noun,The quarter-final wasn’t much of a contest: Liverpool won easily.,該複賽簡直不是比賽，利物浦隊輕鬆獲勝。,複賽,,,quarter 表「四分之一」，final 表「決賽」，合起來表示複賽。,117,,3
quarterly,adverb,Your subscriptions must be paid quarterly.,你的訂閱費必須按季交錢。,按季地；一季一次地,,,quarter 表「季、季度」，-ly 為副詞字尾，因此表示按季地、一季一次地。,117,,5
queer,adjective,His behaviour seemed slightly queer today.,今天他的舉動似乎有些古怪。,奇怪的；古怪的,curious; eccentric,normal,可與 queen 聯想：queen 的服裝對一般人而言很 queer。,117,,5
query,noun,His brilliant tirade raises several important queries.,他精彩的長篇演說中提出幾個重要的問題。,疑問；問題,enquiry; suspicion,,字根 que 表「詢問」，-ry 為名詞字尾，因此表示疑問、問題。,118,,5
questionnaire,noun,It will take me quite a while to fill out the questionnaire.,填寫那份問卷要花費我好長的時間。,問卷；調查表,,,question 表「問題」，-naire 作名詞字尾，合起來表示提問題的事物，即問卷、調查表。,118,,5
quiver,verb,"Quivering with rage, the old man slammed the door shut.",這位老人和氣得發抖，然後砰地一聲使勁把門關上。,顫抖；發抖,shiver; tremble,,可與 quit 聯想：被老闆罵得 quiver，不久後就 quit。,118,,5
quota,noun,The committee reversed its decision regarding the quota on imported cars.,委員會改變了關於進口車配額的決定。,配額；定額；限額,part; proportion,,字根 quot 表「多少、量」，-a 作名詞字尾，因此表示定額、最高限額。,118,,3
quotation,noun,"With regard to our quotation, I cannot give it to you right now. Can we discuss it later?",我不能馬上給你我們的報價，可以稍後討論嗎？,引用語；價格；報價,,,字根 quot 表「多少、量」，-ation 為名詞字尾，因此引申為價格、報價，也可指引用語。,118,,5
radiate,verb,"Having heard the news of victory, his face radiated joy.",聽到勝利的消息，他臉上散放著喜悅。,發光；放射；散放,glitter; gleam,,字根 radi 表「輻射」，-ate 為動詞字尾，因此表示散發、輻射。,118,,4
raft,noun,Many people lost their lives as there weren’t enough rafts.,因為沒有足夠的救生筏，許多人失去了生命。,木筏；救生筏,,,可與 rat 聯想：地上淹水，一群 rat 坐在 raft 上逃生。,118,,5
rag,noun,"Dressed in rags, he looked like a beggar.",他穿著破衣爛衫，看起來像個乞丐。,碎布；破衣爛衫,scrap,,可與 bag 聯想：一個很節儉的人用 rag 織成一個購物 bag。,118,,5
raid,noun,The police made a raid on the house looking for evidence.,警方突然搜查這間房子以尋找罪證。,襲擊；搜查,attack; assault,,可把 raid 拆成 r + aid 聯想：銀行受 raid 時要立即請求警方 aid。,118,,5
rail,noun,The reason why the train went off the rails remained unknown.,火車出軌的原因還不清楚。,欄杆；鐵軌,railway; fence,,可與 raid 聯想：歹徒為了 raid 那列火車，就在 rail 上放置破壞物。,118,,3
rally,verb,The soldier rallied on hearing of the victory.,士兵們聽到勝利的消息就振作起來。,集合；重整；振作,assemble; recover,,可聯想 r + ally：與盟友 ally 集合後，大家重新振作起來。,119,,5
ranch,noun,He had to sell his ranch to pay his debts.,為了還債，他不得不賣掉他的大農場。,大牧場；大農場,farm; plantation,,可與 range 聯想：ranch 後面有一排 range。,119,,5
random,adjective,The way the clothes were arranged seemed totally random.,這些衣服的擺放似乎完全是隨意的。,隨意的；任意的,accidental,deliberate,可聯想 ran + dom：那個人拿著領域跑來跑去，行動毫無規則，因此是隨意的。,119,,4
ransom,noun,They won’t release me until a ransom is paid.,直到交付贖金，他們才會放我走。,贖金；贖回,redemption,,可拆成 ran + som 聯想：歹徒拿著贖金之後就跑了。,119,,5
rape,verb,The invader raped and killed many people including children and the old.,侵略者強暴並殺了許多人，包括小孩和老人。,強姦；掠奪,rob,,可與 rap 聯想，加 e 後表示嚴重侵犯與掠奪。,119,,5
rash,adjective,"If you make a rash decision now, you will suffer for it in the future.",如果你現在決定太草率，你將來會吃苦頭的。,草率的；魯莽的,heady,cautious,可與 cash 聯想：領到大筆 cash 時，千萬不能太 rash。,119,,3
ratify,verb,We will set ourselves to work as soon as the government ratifies the project.,只要政府批准這項工程，我們就開始工作。,認可；批准,confirm; approve,,字根 rat 表「計算、考慮」，-fy 為動詞字尾，聯想經考慮後作正式決定，因此表示批准、認可。,119,,5
ratio,noun,The ratio of students to teachers is 25:1.,學生和老師的比例是二十五比一。,比率；比例,proportion; rate,,由名詞 rate（比率）變化而來，可聯想 ratio 表示比率、比例。,119,,5
rational,adjective,"As you grow older, you will become more rational.",隨著年齡的增長，你會變得更理性。,合理的；理性的,logical,irrational,ration 表「定量」，-al 為形容詞字尾，聯想凡事有定量與依據，因此表示合理、理性。,119,,5
realism,noun,There is much realism in what you said just now.,你剛剛講的話很實事求是。,現實主義；實事求是,pragmatism,idealism,real 表「真的、實在的」，加上 -ism 表「主義」，因此表示現實主義。,120,,5
realization,noun,She was struck by the sudden realization that she would probably never succeed.,她突然領悟她可能永遠都不會成功。,領悟；認識,recognition,,由 realize（領悟、認識）去掉 e 加上 -ation 形成名詞。,120,,3
realm,noun,They were banished from the realm because they opposed the government’s new policies.,他們因為反對政府的新政策而被驅逐出境。,國土；領土；領域,kingdom; domain,,可與 real 聯想：一個 real 強大的國家，其 realm 必定廣大。,120,,5
reassure,verb,He tried to reassure her that he would never leave her.,他試著讓她放心，並說他永遠都不會離開她。,再次保證；使放心,assure,,re- 表「再」，assure 表「保證；使放心」，合起來表示再次保證、使放心。,120,,5
rebellion,noun,The president faced a growing rebellion from the right wing of his party.,總統面臨著黨內右翼日益增強的反抗勢力。,反叛；造反；反抗,revolt; uprising,support,由 rebel（反叛、造反、反抗）加上 -lion 形成名詞，因此表示反叛、造反、反抗。,120,,5
reckless,adjective,He was reckless of his mother’s wish and went abroad.,他不顧及母親的意願就出國去了。,魯莽的；不在意的；不顧及的,heady; rash,attentive,由 reck（顧慮、介意）加 -less（無……的）形成，表示魯莽的、不在意的。,120,,4
reckon,verb,I reckon he was wrong about that.,我認為關於那件事他是錯的。,估計；判斷；認為,calculate; estimate,,reck 有「顧慮、介意」的聯想，加 -on 後引申為估計、判斷、認為。,120,,5
reconcile,verb,"If you two cannot reconcile your differences, I suggest a divorce.",如果你們兩個的分歧不可調解，我建議你們離婚。,使和解；調解,pacify; appease,,re- 表「重新」，concile 有「安撫、調和」的聯想，因此表示使和解、調解。,120,,5
reconstruction,noun,"After a few years of postwar reconstruction, people witnessed an economic recovery.",經過數年的戰後重建，人們見證了經濟復甦。,重建；再建；復原,reproduction,,由 reconstruct（重建、再建）加 -ion 形成名詞，因此表示重建、再建、復原。,120,,3
